1716079892613,72,-1,-1,-1,-1
1716079892645,77,-1,-1,-1,-1
1716079892676,72,-1,-1,-1,-1
1716079892708,71,-1,-1,-1,-1
1716079892740,79,-1,-1,-1,-1
1716079892772,70,-1,-1,-1,-1
1716079892803,79,-1,-1,-1,-1
1716079892835,75,-1,-1,-1,-1
1716079892866,73,-1,-1,-1,-1
1716079892898,69,-1,-1,-1,-1
1716079892929,81,-1,-1,-1,-1
1716079892975,78,-1,-1,-1,-1
1716079893006,76,-1,-1,-1,-1
1716079893038,91,-1,-1,-1,-1
1716079893070,84,-1,-1,-1,-1
1716079893102,83,-1,-1,-1,-1
1716079893133,83,-1,-1,-1,-1
1716079893165,74,-1,-1,-1,-1
1716079893197,83,-1,-1,-1,-1
1716079893228,83,-1,-1,-1,-1
1716079893260,82,-1,-1,-1,-1
1716079893292,89,-1,-1,-1,-1
1716079893323,84,-1,-1,-1,-1
1716079893355,76,-1,-1,-1,-1
1716079893387,84,-1,-1,-1,-1
1716079893418,73,-1,-1,-1,-1
1716079893450,88,-1,-1,-1,-1
1716079893482,87,-1,-1,-1,-1
1716079893514,85,-1,-1,-1,-1
1716079893545,87,-1,-1,-1,-1
1716079893577,86,-1,-1,-1,-1
1716079893609,88,-1,-1,-1,-1
1716079893640,89,-1,-1,-1,-1
1716079893672,78,-1,-1,-1,-1
1716079893704,78,-1,-1,-1,-1
1716079893735,78,-1,-1,-1,-1
1716079893767,77,-1,-1,-1,-1
1716079893799,82,-1,-1,-1,-1
1716079893831,82,-1,-1,-1,-1
1716079893862,80,-1,-1,-1,-1
1716079893894,88,-1,-1,-1,-1
1716079893926,88,-1,-1,-1,-1
1716079893957,80,-1,-1,-1,-1
1716079893989,80,-1,-1,-1,-1
1716079894021,76,-1,-1,-1,-1
1716079894052,87,-1,-1,-1,-1
1716079894084,80,-1,-1,-1,-1
1716079894116,89,-1,-1,-1,-1
1716079894147,87,-1,-1,-1,-1
1716079894179,83,-1,-1,-1,-1
1716079894211,85,-1,-1,-1,-1
1716079894242,78,-1,-1,-1,-1
1716079894274,88,-1,-1,-1,-1
1716079894306,80,-1,-1,-1,-1
1716079894338,80,-1,-1,-1,-1
1716079894369,80,-1,-1,-1,-1
1716079894401,83,-1,-1,-1,-1
1716079894433,88,-1,-1,-1,-1
1716079894464,73,-1,-1,-1,-1
